"fork_length","dead","weight","count","r_catch","interp","age_class","brood_year","subsample","common_name","life_stage","station_code","sample_date","sample_id","run","fws_run"
38,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
40,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
38,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
35,FALSE,0,6,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
36,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-26,"360_22","Fall",NA
0,FALSE,0,8,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-27,"361_22","Fall",NA
0,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Unidentified ammocoete","not provided","LCC",2022-12-27,"361_22","not provided",NA
0,FALSE,0,33,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-27,"361_22","Fall",NA
141,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","UCC",2022-12-28,"362_22","not provided",NA
139,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","UCC",2022-12-28,"362_22","not provided",NA
134,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","UCC",2022-12-28,"362_22","not provided",NA
129,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","UCC",2022-12-28,"362_22","not provided",NA
149,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","UCC",2022-12-28,"362_22","not provided",NA
165,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","UCC",2022-12-28,"362_22","not provided",NA
124,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","UCC",2022-12-28,"362_22","not provided",NA
132,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","UCC",2022-12-28,"362_22","not provided",NA
134,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","UCC",2022-12-28,"362_22","not provided",NA
132,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","UCC",2022-12-28,"362_22","not provided",NA
35,FALSE,0,37,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-24,"328_22","Spring",NA
36,FALSE,0,15,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-24,"328_22","Spring",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-24,"328_22","Spring",NA
0,FALSE,0,9,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-24,"328_22","Spring",NA
101,FALSE,10.6,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2022-11-24,"328_22","not provided",NA
34,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
35,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
33,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
33,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
32,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
32,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
109,FALSE,14.1,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2022-11-25,"329_22","not provided",NA
0,FALSE,0,10,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
29,FALSE,0,4,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
30,FALSE,0,6,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
31,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
32,FALSE,0,9,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
33,FALSE,0,10,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
34,FALSE,0,16,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
34,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
35,FALSE,0,23,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
36,FALSE,0,19,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
37,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
38,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-25,"329_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
121,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey ammocoete","not provided","LCC",2022-11-21,"325_22","not provided",NA
98,FALSE,9.1999998,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2022-11-23,"327_22","not provided",NA
30,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-23,"327_22","Spring",NA
31,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-23,"327_22","Spring",NA
32,FALSE,0,10,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-23,"327_22","Spring",NA
33,FALSE,0,9,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-23,"327_22","Spring",NA
34,FALSE,0,17,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-23,"327_22","Spring",NA
35,FALSE,0,18,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-23,"327_22","Spring",NA
36,FALSE,0,7,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-23,"327_22","Spring",NA
37,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-23,"327_22","Spring",NA
106,FALSE,12.7,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2022-11-28,"332_22","not provided",NA
92,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2022-12-01,"335_22","not provided",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
29,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Fall",NA
31,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Fall",NA
32,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Fall",NA
33,FALSE,0,13,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Fall",NA
34,FALSE,0,23,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
35,FALSE,0,20,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
36,FALSE,0,14,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
37,FALSE,0,6,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
31,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-06,"353_22","Fall",NA
32,FALSE,0,4,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-06,"353_22","Fall",NA
33,FALSE,0,17,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-06,"353_22","Fall",NA
34,FALSE,0,24,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-06,"353_22","Fall",NA
35,FALSE,0,16,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-06,"353_22","Spring",NA
36,FALSE,0,16,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-06,"353_22","Spring",NA
37,FALSE,0,7,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-06,"353_22","Spring",NA
38,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-06,"353_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
33,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
33,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
30,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
31,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
32,FALSE,0,9,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
33,FALSE,0,11,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
34,FALSE,0,16,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
35,FALSE,0,27,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
36,FALSE,0,20,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
37,FALSE,0,6,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-28,"332_22","Spring",NA
105,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey ammocoete","not provided","UCC",2022-11-29,"333_22","not provided",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-29,"333_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-29,"333_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-29,"333_22","Spring",NA
34,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-29,"333_22","Spring",NA
32,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-29,"333_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-29,"333_22","Spring",NA
32,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-29,"333_22","Spring",NA
126,FALSE,21.5,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2022-11-29,"333_22","not provided",NA
30,FALSE,0,4,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-29,"333_22","Spring",NA
31,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-29,"333_22","Spring",NA
32,FALSE,0,10,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-29,"333_22","Spring",NA
33,FALSE,0,17,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-29,"333_22","Spring",NA
34,FALSE,0,12,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-29,"333_22","Spring",NA
35,FALSE,0,10,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-29,"333_22","Spring",NA
36,FALSE,0,7,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-29,"333_22","Spring",NA
38,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-29,"333_22","Spring",NA
35,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
36,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
32,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
32,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","yolk sac fry","UCC",2022-11-30,"334_22","Spring",NA
30,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
31,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
33,FALSE,0,16,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
32,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
34,FALSE,0,12,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
35,FALSE,0,17,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
36,FALSE,0,20,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
37,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
38,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-11-30,"334_22","Spring",NA
0,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey ammocoete","not provided","UCC",2022-12-01,"335_22","not provided",NA
62,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Unidentified ammocoete","not provided","UCC",2022-12-01,"335_22","not provided",NA
0,FALSE,0,363,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Fall",NA
35,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
37,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
36,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
35,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
35,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
37,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
37,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
36,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
35,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
38,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-01,"335_22","Spring",NA
56,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Unidentified ammocoete","not provided","UCC",2022-12-02,"336_22","not provided",NA
52,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Unidentified ammocoete","not provided","UCC",2022-12-02,"336_22","not provided",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
33,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Fall",NA
33,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Fall",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
33,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Fall",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-02,"336_22","Spring",NA
32,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Fall",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Spring",NA
33,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Spring",NA
32,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Fall",NA
33,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Fall",NA
110,FALSE,13.4,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","smolt","UCC",2022-12-03,"337_22","Late-Fall",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Fall",NA
33,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-03,"337_22","Spring",NA
