"fork_length","dead","weight","count","r_catch","interp","age_class","brood_year","subsample","common_name","life_stage","station_code","sample_date","sample_id","run","fws_run"
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-02,"336_22","Spring",NA
33,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-02,"336_22","Fall",NA
34,FALSE,0,5,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-02,"336_22","Spring",NA
35,FALSE,0,5,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-02,"336_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-02,"336_22","Spring",NA
113,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","UBC",2022-12-03,"337_22","not provided",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-03,"337_22","Spring",NA
37,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-03,"337_22","Spring",NA
124,FALSE,24.6,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UBC",2022-12-03,"337_22","not provided",NA
0,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-03,"337_22","Fall",NA
33,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-03,"337_22","Fall",NA
34,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-03,"337_22","Fall",NA
35,FALSE,0,6,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-03,"337_22","Spring",NA
36,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-03,"337_22","Spring",NA
37,FALSE,0,4,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-03,"337_22","Spring",NA
38,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-03,"337_22","Spring",NA
45,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Sacramento Pikeminnow","not provided","UBC",2022-12-04,"338_22","not provided",NA
63,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Sacramento Pikeminnow","not provided","UBC",2022-12-04,"338_22","not provided",NA
26,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Unidentified Cyprinid fry","not provided","UBC",2022-12-04,"338_22","not provided",NA
75,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey ammocoete","not provided","UBC",2022-12-04,"338_22","not provided",NA
100,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","UBC",2022-12-04,"338_22","not provided",NA
110,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","UBC",2022-12-04,"338_22","not provided",NA
37,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-04,"338_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-04,"338_22","Spring",NA
34,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-04,"338_22","Fall",NA
35,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-04,"338_22","Spring",NA
35,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-04,"338_22","Spring",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-04,"338_22","Spring",NA
37,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-04,"338_22","Spring",NA
38,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-04,"338_22","Spring",NA
45,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Hardhead","not provided","UBC",2022-12-05,"339_22","not provided",NA
88,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Hardhead","not provided","UBC",2022-12-05,"339_22","not provided",NA
116,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey ammocoete","not provided","UBC",2022-12-05,"339_22","not provided",NA
103,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey ammocoete","not provided","UBC",2022-12-05,"339_22","not provided",NA
98,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey ammocoete","not provided","UBC",2022-12-05,"339_22","not provided",NA
129,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey ammocoete","not provided","UBC",2022-12-05,"339_22","not provided",NA
40,FALSE,0,4,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-31,"365_22","Fall",NA
41,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-31,"365_22","Spring",NA
0,FALSE,0,176,NA,FALSE,NA,NA,"1/4","Chinook Salmon","obvious fry","LCC",2022-12-31,"365_22","Fall",NA
0,FALSE,0,293,NA,FALSE,NA,NA,"1/2","Chinook Salmon","obvious fry","LCC",2022-12-31,"365_22","Fall",NA
0,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey ammocoete","not provided","LCC",2022-12-31,"365_22","not provided",NA
0,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","LCC",2022-12-31,"365_22","not provided",NA
0,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","silvery parr","LCC",2022-12-31,"365_22","Fall",NA
0,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Sacramento Sucker","not provided","LCC",2022-12-31,"365_22","not provided",NA
0,FALSE,0,20,NA,FALSE,NA,NA,"not provided","Pacific Lamprey ammocoete","not provided","LCC",2022-12-31,"365_22","not provided",NA
0,FALSE,0,137,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","LCC",2022-12-31,"365_22","not provided",NA
0,FALSE,0,622,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-31,"365_22","Fall",NA
0,FALSE,0,21,NA,FALSE,NA,NA,"not provided","Chinook Salmon","yolk sac fry","LCC",2022-12-31,"365_22","Fall",NA
75,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Riffle Sculpin","not provided","UCC",2023-01-01,"001_23","not provided",NA
104,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey ammocoete","not provided","UCC",2023-01-01,"001_23","not provided",NA
95,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey ammocoete","not provided","UCC",2023-01-01,"001_23","not provided",NA
83,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey ammocoete","not provided","UCC",2023-01-01,"001_23","not provided",NA
65,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Riffle Sculpin","not provided","UCC",2023-01-01,"001_23","not provided",NA
35,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2023-01-01,"001_23","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2023-01-01,"001_23","Fall",NA
128,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2023-01-01,"001_23","not provided",NA
107,FALSE,11.9,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2023-01-01,"001_23","not provided",NA
94,FALSE,8.6999998,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2023-01-01,"001_23","not provided",NA
137,FALSE,24.6,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2023-01-01,"001_23","not provided",NA
121,FALSE,17.799999,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2023-01-01,"001_23","not provided",NA
91,FALSE,8.3000002,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2023-01-01,"001_23","not provided",NA
101,FALSE,10.3,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2023-01-01,"001_23","not provided",NA
104,FALSE,11.7,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2023-01-01,"001_23","not provided",NA
118,FALSE,17.5,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2023-01-01,"001_23","not provided",NA
113,FALSE,14.9,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2023-01-01,"001_23","not provided",NA
221,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","silvery parr","UCC",2023-01-01,"001_23","not provided",NA
115,FALSE,16.6,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2023-01-01,"001_23","not provided",NA
33,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-23,"357_22","Fall",NA
34,FALSE,0,8,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-23,"357_22","Fall",NA
35,FALSE,0,8,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-23,"357_22","Fall",NA
36,FALSE,0,7,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-23,"357_22","Fall",NA
37,FALSE,0,16,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-23,"357_22","Fall",NA
38,FALSE,0,14,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-23,"357_22","Fall",NA
92,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Hardhead","not provided","UBC",2022-12-23,"357_22","not provided",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-23,"357_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-23,"357_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-23,"357_22","Fall",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-23,"357_22","Fall",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-23,"357_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-23,"357_22","Fall",NA
32,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-23,"357_22","Fall",NA
33,FALSE,0,5,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-23,"357_22","Fall",NA
34,FALSE,0,7,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-23,"357_22","Fall",NA
35,FALSE,0,14,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-23,"357_22","Fall",NA
36,FALSE,0,12,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-23,"357_22","Fall",NA
37,FALSE,0,15,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-23,"357_22","Fall",NA
38,FALSE,0,4,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-23,"357_22","Fall",NA
64,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Unidentified ammocoete","not provided","UCC",2022-12-24,"358_22","not provided",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-24,"358_22","Fall",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-24,"358_22","Fall",NA
54,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","parr","UCC",2022-12-24,"358_22","Winter",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-24,"358_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-24,"358_22","Fall",NA
38,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-24,"358_22","Fall",NA
33,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-24,"358_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-24,"358_22","Fall",NA
0,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-24,"358_22","Fall",NA
31,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-24,"358_22","Fall",NA
31,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-20,"354_22","Fall",NA
32,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-20,"354_22","Fall",NA
33,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-20,"354_22","Fall",NA
34,FALSE,0,10,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-20,"354_22","Fall",NA
35,FALSE,0,17,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-20,"354_22","Fall",NA
36,FALSE,0,4,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-20,"354_22","Fall",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-20,"354_22","Fall",NA
46,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Threespine Stickleback","not provided","LCC",2022-12-20,"354_22","not provided",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-20,"354_22","Fall",NA
38,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-20,"354_22","Fall",NA
38,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-20,"354_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-20,"354_22","Fall",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-20,"354_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-20,"354_22","Fall",NA
38,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-20,"354_22","Fall",NA
113,FALSE,14.5,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","smolt","LCC",2022-12-20,"354_22","Late-Fall",NA
0,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-20,"354_22","Fall",NA
32,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-20,"354_22","Fall",NA
33,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-20,"354_22","Fall",NA
34,FALSE,0,6,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-20,"354_22","Fall",NA
35,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-20,"354_22","Fall",NA
36,FALSE,0,9,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-20,"354_22","Fall",NA
37,FALSE,0,6,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-20,"354_22","Fall",NA
38,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-20,"354_22","Fall",NA
115,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","UCC",2022-12-16,"350_22","not provided",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Sacramento Sucker","not provided","UCC",2022-12-16,"350_22","not provided",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
31,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
29,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
31,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
32,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
33,FALSE,0,6,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
34,FALSE,0,14,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
35,FALSE,0,25,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
36,FALSE,0,26,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
37,FALSE,0,14,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Fall",NA
38,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-16,"350_22","Spring",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-25,"359_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-25,"359_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-25,"359_22","Fall",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-25,"359_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-25,"359_22","Fall",NA
32,FALSE,0,3,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-25,"359_22","Fall",NA
33,FALSE,0,6,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-25,"359_22","Fall",NA
34,FALSE,0,7,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-25,"359_22","Fall",NA
35,FALSE,0,22,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-25,"359_22","Fall",NA
36,FALSE,0,28,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-25,"359_22","Fall",NA
37,FALSE,0,7,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-25,"359_22","Fall",NA
134,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey macropthalmia","not provided","UCC",2022-12-26,"360_22","not provided",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-24,"358_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-24,"358_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-24,"358_22","Fall",NA
32,FALSE,0,5,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-24,"358_22","Fall",NA
33,FALSE,0,6,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-24,"358_22","Fall",NA
34,FALSE,0,17,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-24,"358_22","Fall",NA
35,FALSE,0,17,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-24,"358_22","Fall",NA
36,FALSE,0,26,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-24,"358_22","Fall",NA
37,FALSE,0,13,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-24,"358_22","Fall",NA
38,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-24,"358_22","Fall",NA
26,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Hardhead","not provided","UCC",2022-12-25,"359_22","not provided",NA
117,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Pacific Lamprey ammocoete","not provided","UCC",2022-12-25,"359_22","not provided",NA
101,FALSE,11,1,NA,FALSE,NA,NA,"not provided","Rainbow Trout","parr","UCC",2022-12-25,"359_22","not provided",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-25,"359_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-25,"359_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-25,"359_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-25,"359_22","Fall",NA
30,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-25,"359_22","Fall",NA
32,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-25,"359_22","Fall",NA
38,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-25,"359_22","Fall",NA
33,FALSE,0,5,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-25,"359_22","Fall",NA
34,FALSE,0,12,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-25,"359_22","Fall",NA
35,FALSE,0,10,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-25,"359_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-25,"359_22","Fall",NA
37,FALSE,0,2,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UCC",2022-12-25,"359_22","Fall",NA
37,TRUE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-25,"359_22","Fall",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-25,"359_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-25,"359_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-25,"359_22","Fall",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-25,"359_22","Fall",NA
39,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-25,"359_22","Fall",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-20,"354_22","Fall",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-20,"354_22","Fall",NA
32,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-20,"354_22","Fall",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-20,"354_22","Fall",NA
32,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","UBC",2022-12-20,"354_22","Fall",NA
66,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Unidentified ammocoete","not provided","LCC",2022-12-07,"341_22","not provided",NA
57,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Riffle Sculpin","not provided","LCC",2022-12-07,"341_22","not provided",NA
36,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-07,"341_22","Spring",NA
38,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-07,"341_22","Spring",NA
37,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-07,"341_22","Spring",NA
34,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-07,"341_22","Fall",NA
35,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-07,"341_22","Spring",NA
32,FALSE,0,1,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-07,"341_22","Fall",NA
32,FALSE,0,4,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-07,"341_22","Fall",NA
33,FALSE,0,4,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-07,"341_22","Fall",NA
34,FALSE,0,6,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-07,"341_22","Fall",NA
35,FALSE,0,9,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-07,"341_22","Spring",NA
36,FALSE,0,8,NA,FALSE,NA,NA,"not provided","Chinook Salmon","obvious fry","LCC",2022-12-07,"341_22","Spring",NA
