fork_length,dead,weight,count,fws_run,r_catch,interp,age_class,brood_year,subsample,common_name,life_stage,station_code,sample_date,sample_id,run
30,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-22,326_22,Spring
31,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-22,326_22,Spring
32,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-22,326_22,Spring
33,FALSE,0,2,S,2,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-22,326_22,Spring
34,FALSE,0,7,S,7,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-22,326_22,Spring
37,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-22,326_22,Spring
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-23,327_22,Spring
32,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-23,327_22,Spring
109,FALSE,0,1,L,1,FALSE,NA,2022,not provided,Chinook Salmon,silvery parr,LCC,2022-11-23,327_22,Late-Fall
72,FALSE,0,1,W,1,FALSE,NA,2022,not provided,Chinook Salmon,silvery parr,LCC,2022-11-23,327_22,Winter
135,FALSE,27.6,1,,1,FALSE,NA,2022,not provided,Rainbow Trout,parr,LCC,2022-11-23,327_22,not provided
30,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-23,327_22,Spring
33,FALSE,0,2,S,2,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-23,327_22,Spring
34,FALSE,0,4,S,4,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-23,327_22,Spring
35,FALSE,0,5,S,5,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-23,327_22,Spring
115,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2022-11-24,328_22,not provided
82,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2022-11-24,328_22,not provided
91,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2022-11-24,328_22,not provided
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-24,328_22,Spring
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-24,328_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-24,328_22,Spring
32,FALSE,0,4,S,4,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-24,328_22,Spring
33,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-24,328_22,Spring
34,FALSE,0,9,S,9,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-24,328_22,Spring
35,FALSE,0,7,S,7,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-24,328_22,Spring
36,FALSE,0,2,S,2,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-24,328_22,Spring
72,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2022-11-25,329_22,not provided
105,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2022-11-25,329_22,not provided
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-25,329_22,Spring
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-11-25,329_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Spring
0,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Fall
37,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Spring
32,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Fall
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Fall
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Spring
37,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Spring
0,FALSE,0,173,S,173,FALSE,NA,2022,1/4,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Fall
0,FALSE,0,4,S,4,FALSE,NA,2022,1/4,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Fall
0,FALSE,0,324,S,324,FALSE,NA,2022,1/2,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Fall
0,FALSE,0,10,S,10,FALSE,NA,2022,1/2,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Fall
32,FALSE,0,4,S,4,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Fall
33,FALSE,0,6,S,6,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Fall
33,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Fall
34,FALSE,0,16,S,16,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Spring
35,FALSE,0,16,S,16,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Spring
36,FALSE,0,20,S,20,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Spring
37,FALSE,0,10,S,10,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Spring
37,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Spring
38,FALSE,0,5,S,5,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-02,336_22,Spring
102,FALSE,10.9,1,,1,FALSE,NA,2022,not provided,Rainbow Trout,parr,UCC,2022-12-02,336_22,not provided
89,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UCC,2022-12-03,337_22,not provided
111,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UCC,2022-12-03,337_22,not provided
109,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UCC,2022-12-03,337_22,not provided
136,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UCC,2022-12-03,337_22,not provided
34,FALSE,0,9,F,9,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-12-05,339_22,Fall
35,FALSE,0,6,S,6,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-12-05,339_22,Spring
36,FALSE,0,14,S,14,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-12-05,339_22,Spring
37,FALSE,0,4,S,4,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-12-05,339_22,Spring
38,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-12-05,339_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-21,325_22,Spring
33,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-21,325_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-21,325_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-21,325_22,Spring
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-21,325_22,Spring
156,FALSE,40.700001,1,,1,FALSE,NA,2022,not provided,Rainbow Trout,parr,UCC,2022-11-21,325_22,not provided
31,FALSE,0,2,S,2,FALSE,NA,2022,not provided,Chinook Salmon,yolk sac fry,UCC,2022-11-21,325_22,Spring
31,FALSE,0,2,S,2,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-21,325_22,Spring
32,FALSE,0,4,S,4,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-21,325_22,Spring
33,FALSE,0,16,S,16,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-21,325_22,Spring
34,FALSE,0,35,S,35,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-21,325_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-21,325_22,Spring
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-21,325_22,Spring
77,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UCC,2022-11-22,326_22,not provided
127,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UCC,2022-11-22,326_22,not provided
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-22,326_22,Spring
33,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-22,326_22,Spring
31,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,yolk sac fry,UCC,2022-11-22,326_22,Spring
32,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,yolk sac fry,UCC,2022-11-22,326_22,Spring
30,FALSE,0,4,S,4,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-22,326_22,Spring
31,FALSE,0,2,S,2,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-22,326_22,Spring
32,FALSE,0,9,S,9,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-22,326_22,Spring
33,FALSE,0,10,S,10,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-22,326_22,Spring
37,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
38,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
40,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
38,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
35,FALSE,0,6,S,6,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
36,FALSE,0,3,S,3,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
37,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-26,360_22,Fall
0,FALSE,0,8,S,8,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-27,361_22,Fall
0,FALSE,0,1,,1,FALSE,NA,NA,not provided,Unidentified ammocoete,not provided,LCC,2022-12-27,361_22,not provided
0,FALSE,0,33,F,33,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,LCC,2022-12-27,361_22,Fall
141,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2022-12-28,362_22,not provided
139,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2022-12-28,362_22,not provided
134,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2022-12-28,362_22,not provided
129,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2022-12-28,362_22,not provided
149,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2022-12-28,362_22,not provided
165,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2022-12-28,362_22,not provided
124,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2022-12-28,362_22,not provided
132,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2022-12-28,362_22,not provided
134,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2022-12-28,362_22,not provided
132,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2022-12-28,362_22,not provided
36,FALSE,0,15,S,15,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-24,328_22,Spring
37,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-24,328_22,Spring
0,FALSE,0,9,S,9,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-24,328_22,Spring
101,FALSE,10.6,1,,1,FALSE,NA,2022,not provided,Rainbow Trout,parr,UCC,2022-11-24,328_22,not provided
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
33,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
33,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
32,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
32,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
109,FALSE,14.1,1,,1,FALSE,NA,2022,not provided,Rainbow Trout,parr,UCC,2022-11-25,329_22,not provided
0,FALSE,0,10,S,10,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
29,FALSE,0,4,S,4,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
30,FALSE,0,6,S,6,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
31,FALSE,0,2,S,2,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
32,FALSE,0,9,S,9,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
33,FALSE,0,10,S,10,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
34,FALSE,0,16,S,16,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
35,FALSE,0,23,S,23,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-25,329_22,Spring
98,FALSE,9.1999998,1,,1,FALSE,NA,2022,not provided,Rainbow Trout,parr,UCC,2022-11-23,327_22,not provided
30,FALSE,0,3,S,3,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-23,327_22,Spring
31,FALSE,0,3,S,3,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-23,327_22,Spring
32,FALSE,0,10,S,10,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-23,327_22,Spring
33,FALSE,0,9,S,9,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-23,327_22,Spring
34,FALSE,0,17,S,17,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-23,327_22,Spring
35,FALSE,0,18,S,18,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-23,327_22,Spring
36,FALSE,0,7,S,7,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-23,327_22,Spring
37,FALSE,0,2,S,2,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-23,327_22,Spring
106,FALSE,12.7,1,,1,FALSE,NA,2022,not provided,Rainbow Trout,parr,UCC,2022-11-28,332_22,not provided
92,FALSE,0,1,,1,FALSE,NA,2022,not provided,Rainbow Trout,parr,UCC,2022-12-01,335_22,not provided
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
31,FALSE,0,2,S,2,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Fall
32,FALSE,0,2,S,2,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Fall
33,FALSE,0,13,S,13,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Fall
34,FALSE,0,23,S,23,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
35,FALSE,0,20,S,20,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
36,FALSE,0,14,S,14,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
37,FALSE,0,6,S,6,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
31,FALSE,0,3,S,3,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-06,353_22,Fall
32,FALSE,0,4,S,4,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-06,353_22,Fall
33,FALSE,0,17,S,17,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-06,353_22,Fall
34,FALSE,0,24,S,24,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-06,353_22,Fall
35,FALSE,0,16,S,16,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-06,353_22,Spring
36,FALSE,0,16,S,16,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-06,353_22,Spring
37,FALSE,0,7,S,7,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-06,353_22,Spring
38,FALSE,0,2,S,2,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-06,353_22,Spring
37,FALSE,0,13,S,13,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UBC,2022-12-24,358_22,Fall
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-28,332_22,Spring
33,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-28,332_22,Spring
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-28,332_22,Spring
33,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-28,332_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-28,332_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-28,332_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-28,332_22,Spring
30,FALSE,0,2,S,2,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-28,332_22,Spring
31,FALSE,0,3,S,3,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-28,332_22,Spring
32,FALSE,0,9,S,9,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-28,332_22,Spring
33,FALSE,0,11,S,11,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-28,332_22,Spring
34,FALSE,0,16,S,16,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-28,332_22,Spring
35,FALSE,0,27,S,27,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-28,332_22,Spring
36,FALSE,0,20,S,20,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-28,332_22,Spring
37,FALSE,0,6,S,6,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-28,332_22,Spring
105,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UCC,2022-11-29,333_22,not provided
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-29,333_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-29,333_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-29,333_22,Spring
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-29,333_22,Spring
32,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-29,333_22,Spring
126,FALSE,21.5,1,,1,FALSE,NA,2022,not provided,Rainbow Trout,parr,UCC,2022-11-29,333_22,not provided
30,FALSE,0,4,S,4,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-29,333_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-30,334_22,Spring
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-11-30,334_22,Spring
0,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UCC,2022-12-01,335_22,not provided
0,FALSE,0,363,S,363,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Fall
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
37,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
37,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
37,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
36,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
35,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
34,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
38,FALSE,0,1,S,1,FALSE,NA,2022,not provided,Chinook Salmon,obvious fry,UCC,2022-12-01,335_22,Spring
52,FALSE,0,1,,1,FALSE,NA,NA,not provided,Unidentified ammocoete,not provided,UCC,2022-12-02,336_22,not provided
