fork_length,dead,weight,count,fws_run,r_catch,interp,age_class,brood_year,subsample,common_name,life_stage,station_code,sample_date,sample_id,run
137,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-30,364_23,not provided
33,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Western Mosquitofish,not provided,UBC,2024-01-01,001_24,not provided
132,FALSE,25.1,1,,1,FALSE,NA,2023,not provided,Rainbow Trout,parr,UCC,2023-12-12,346_23,not provided
91,FALSE,0,1,,1,FALSE,NA,NA,not provided,Largemouth Bass,not provided,LCC,2024-01-01,001_24,not provided
37,FALSE,0,72,F,72,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-07,007_24,Fall
128,FALSE,0,2,,2,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-31,365_23,not provided
0,FALSE,0,3,,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UCC,2023-12-28,363_23,not provided
0,FALSE,0,1,,1,FALSE,NA,NA,not provided,Unidentified ammocoete,not provided,LCC,2024-01-14,014_24,not provided
45,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Sacramento Sucker,not provided,UBC,2023-11-06,310_23,not provided
103,FALSE,0,2,,2,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2024-02-28,059_24,not provided
36,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-30,030_24,Fall
141,FALSE,0,2,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2023-12-21,355_23,not provided
112,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2024-02-28,059_24,not provided
145,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UBC,2024-01-25,025_24,not provided
36,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-27,027_24,Fall
36,FALSE,0,1,S,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,UBC,2024-03-10,070_24,Fall
106,FALSE,13.6,1,,1,FALSE,NA,2023,not provided,Rainbow Trout,parr,UCC,2024-03-18,078_24,not provided
120,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2023-11-19,323_23,not provided
85,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UBC,2023-12-26,360_23,not provided
55,FALSE,0,1,S,1,FALSE,NA,2023,not provided,Chinook Salmon,parr,LCC,2024-02-07,038_24,Spring
110,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-11-15,319_23,not provided
34,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-24,024_24,Fall
37,FALSE,0,13,F,13,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-24,024_24,Fall
48,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Unidentified Cyprinid fry,not provided,UBC,2024-01-23,023_24,not provided
110,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-11-27,331_23,not provided
35,FALSE,0,1,S,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,UCC,2023-12-12,346_23,Fall
34,FALSE,0,1,S,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,UCC,2023-12-26,360_23,Fall
112,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-22,356_23,not provided
39,FALSE,0,4,F,4,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-08,008_24,Fall
27,FALSE,0,2,,2,FALSE,NA,2024,not provided,Rainbow Trout,fry,LCC,2024-03-09,069_24,not provided
26,FALSE,0,1,,1,FALSE,NA,2024,not provided,Rainbow Trout,fry,UCC,2024-03-15,075_24,not provided
154,FALSE,39.700001,1,,1,FALSE,NA,2023,not provided,Rainbow Trout,parr,UCC,2024-03-18,078_24,not provided
95,FALSE,10.5,1,,1,FALSE,NA,2023,not provided,Rainbow Trout,parr,UCC,2024-01-27,027_24,not provided
139,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-23,357_23,not provided
115,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UBC,2023-10-21,294_23,not provided
136,FALSE,27.6,1,,1,FALSE,NA,2023,not provided,Rainbow Trout,parr,UBC,2024-01-18,018_24,not provided
105,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2024-01-04,004_24,not provided
44,FALSE,0,1,,1,FALSE,NA,NA,not provided,Speckled Dace,not provided,LCC,2023-11-23,327_23,not provided
25,FALSE,0,1,,1,FALSE,NA,2024,not provided,Rainbow Trout,fry,UCC,2024-03-20,080_24,not provided
39,FALSE,0,3,F,3,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-02-08,039_24,Fall
39,FALSE,0,2,F,2,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2023-12-28,362_23,Fall
38,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-02-06,037_24,Fall
114,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UBC,2023-11-16,320_23,not provided
169,FALSE,49.099998,1,,1,FALSE,NA,2023,not provided,Rainbow Trout,silvery parr,UCC,2024-01-29,029_24,not provided
37,FALSE,0,27,F,27,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-02-04,035_24,Fall
33,FALSE,NA,3,F,3,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-02-12,043_24,Fall
111,FALSE,17,1,,1,FALSE,NA,2023,not provided,Rainbow Trout,parr,UCC,2023-12-04,338_23,not provided
0,FALSE,0,72,F,72,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2023-12-28,362_23,Fall
85,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UBC,2023-10-21,294_23,not provided
37,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2023-12-23,357_23,Fall
35,FALSE,0,2,S,2,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,UCC,2023-12-11,345_23,Fall
130,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2024-01-14,014_24,not provided
35,FALSE,0,15,F,15,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-03-13,073_24,Fall
105,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UBC,2024-02-06,037_24,not provided
96,FALSE,0,1,,1,FALSE,NA,NA,not provided,Riffle Sculpin,not provided,LCC,2024-02-09,040_24,not provided
35,FALSE,0,3,F,3,FALSE,NA,2023,not provided,Chinook Salmon,yolk sac fry,LCC,2024-01-14,014_24,Fall
142,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-29,363_23,not provided
123,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UCC,2023-12-20,354_23,not provided
130,FALSE,0,1,,1,FALSE,NA,NA,not provided,Sacramento Pikeminnow,not provided,LCC,2024-02-10,041_24,not provided
37,FALSE,0,1,S,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,UCC,2023-12-19,353_23,Fall
33,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-03-17,077_24,Fall
134,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2023-11-22,326_23,not provided
26,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Unidentified fry,not provided,UBC,2024-02-10,041_24,not provided
108,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UCC,2023-12-24,358_23,not provided
96,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Riffle Sculpin,not provided,UBC,2024-02-23,054_24,not provided
39,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Riffle Sculpin,not provided,UBC,2023-12-26,360_23,not provided
110,FALSE,14.9,1,L,1,FALSE,NA,2023,not provided,Chinook Salmon,smolt,LCC,2023-12-19,353_23,Late-Fall
132,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-22,356_23,not provided
35,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-27,027_24,Fall
36,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-14,014_24,Fall
34,FALSE,0,1,S,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,UCC,2023-12-16,350_23,Fall
214,FALSE,0,1,W,1,FALSE,NA,2023,1/4,Chinook Salmon,smolt,LCC,2023-12-19,353_23,Winter
170,FALSE,0,1,,1,FALSE,NA,NA,not provided,Threespine Stickleback,not provided,LCC,2024-04-18,109_24,not provided
33,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Sacramento Sucker,not provided,UBC,2023-10-06,279_23,not provided
0,FALSE,0,453,F,453,FALSE,NA,2023,1/2,Chinook Salmon,obvious fry,LCC,2024-01-03,003_24,Fall
34,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-02-03,034_24,Fall
0,FALSE,0,1,F,1,FALSE,NA,2023,1/8,Chinook Salmon,obvious fry,LCC,2023-12-31,365_23,Fall
116,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2023-12-20,354_23,not provided
73,FALSE,0,1,,1,FALSE,NA,NA,not provided,California Roach,not provided,LCC,2023-12-03,337_23,not provided
120,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2023-12-22,356_23,not provided
38,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-15,015_24,Fall
37,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2023-12-24,358_23,Fall
37,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-14,014_24,Fall
0,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Riffle Sculpin,not provided,UBC,2024-01-11,011_24,not provided
117,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2023-11-19,323_23,not provided
95,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UBC,2024-02-14,045_24,not provided
33,FALSE,0,2,S,2,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,UCC,2023-12-16,350_23,Fall
33,FALSE,0,4,F,4,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2023-12-31,365_23,Fall
80,FALSE,6.3000002,1,,1,FALSE,NA,2023,not provided,Rainbow Trout,parr,UCC,2023-12-09,343_23,not provided
111,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2024-01-21,021_24,not provided
36,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-02-16,047_24,Fall
0,FALSE,0,3,,3,FALSE,NA,2023,not provided,Rainbow Trout,parr,UCC,2023-12-20,354_23,NA
136,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2024-01-01,001_24,not provided
26,FALSE,0,2,,2,FALSE,NA,2024,not provided,Rainbow Trout,fry,LCC,2024-03-13,073_24,not provided
47,FALSE,0,1,S,1,FALSE,NA,2023,not provided,Chinook Salmon,parr,LCC,2024-01-18,018_24,Spring
0,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-24,358_23,not provided
113,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UBC,2024-02-09,040_24,not provided
36,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2023-12-29,363_23,Fall
0,FALSE,0,51,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2023-12-20,354_23,NA
140,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UBC,2024-02-06,037_24,not provided
29,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Threespine Stickleback,not provided,UBC,2024-02-14,045_24,not provided
81,FALSE,0,1,S,1,FALSE,NA,2023,not provided,Chinook Salmon,silvery parr,UCC,2024-03-17,077_24,Spring
35,FALSE,0,20,F,20,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-09,009_24,Fall
34,FALSE,0,12,F,12,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2023-12-19,353_23,Fall
35,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-01,001_24,Fall
130,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2024-01-17,017_24,not provided
0,FALSE,0,102,,102,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-30,364_23,not provided
36,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,yolk sac fry,LCC,2024-02-07,038_24,Fall
125,FALSE,0,2,,2,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2023-11-19,323_23,not provided
125,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-21,355_23,not provided
139,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2023-12-20,354_23,not provided
112,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-21,355_23,not provided
20,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Unidentified fry,not provided,UBC,2023-10-02,275_23,not provided
0,FALSE,0,1,,1,FALSE,NA,2023,not provided,Rainbow Trout,parr,UCC,2023-10-23,296_23,not provided
134,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-22,356_23,not provided
36,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Sacramento Pikeminnow,not provided,UBC,2024-01-11,011_24,not provided
0,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-02,002_24,Fall
37,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2023-12-19,353_23,Fall
144,FALSE,33.299999,1,,1,FALSE,NA,2023,not provided,Rainbow Trout,parr,UCC,2024-03-18,078_24,not provided
36,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-02-16,047_24,Fall
53,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Riffle Sculpin,not provided,UBC,2023-10-02,275_23,not provided
122,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2024-02-28,059_24,not provided
116,FALSE,0,2,,2,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-21,355_23,not provided
36,FALSE,0,1,S,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,UBC,2024-01-19,019_24,Fall
33,FALSE,0,2,F,2,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2023-12-22,356_23,Fall
123,FALSE,0,2,,2,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2024-01-01,001_24,not provided
37,FALSE,0,1,S,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2023-12-15,349_23,Spring
121,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UBC,2024-01-07,007_24,not provided
130,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2024-02-15,046_24,not provided
39,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-14,014_24,Fall
139,FALSE,28.700001,1,,1,FALSE,NA,2023,not provided,Rainbow Trout,parr,UCC,2024-01-27,027_24,not provided
117,FALSE,0,2,,2,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2024-01-16,016_24,not provided
37,FALSE,0,7,F,7,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-03-13,073_24,Fall
34,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Sacramento Sucker,not provided,UBC,2023-10-11,284_23,not provided
126,FALSE,0,2,,2,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-24,358_23,not provided
23,FALSE,0,1,,1,FALSE,NA,2024,not provided,Rainbow Trout,fry,LCC,2024-02-07,038_24,not provided
30,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Sacramento Sucker,not provided,UBC,2023-10-06,279_23,not provided
119,FALSE,0,2,,2,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2024-01-01,001_24,not provided
132,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UCC,2024-01-09,009_24,not provided
126,FALSE,0,2,,2,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2024-01-27,027_24,not provided
129,FALSE,0,2,,2,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-31,365_23,not provided
128,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-29,363_23,not provided
116,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-20,354_23,not provided
39,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-02-16,047_24,Fall
150,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2024-01-01,001_24,not provided
117,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UBC,2024-01-15,015_24,not provided
112,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-26,360_23,not provided
69,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Sacramento Sucker,not provided,UBC,2024-02-14,045_24,not provided
128,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2024-01-19,019_24,not provided
128,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2024-01-05,005_24,not provided
25,FALSE,0,1,,1,FALSE,NA,2024,not provided,Rainbow Trout,fry,LCC,2024-04-18,109_24,not provided
0,FALSE,0,8,F,8,FALSE,NA,2023,1/4,Chinook Salmon,obvious fry,LCC,2024-01-15,015_24,Fall
34,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-24,024_24,Fall
38,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Riffle Sculpin,not provided,UBC,2023-11-12,316_23,not provided
34,FALSE,0,7,S,7,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,UCC,2023-12-03,337_23,Fall
0,FALSE,0,2,F,2,FALSE,NA,2023,1/4,Chinook Salmon,obvious fry,LCC,2024-01-14,014_24,Fall
75,FALSE,0,1,,NA,FALSE,NA,NA,not provided,California Roach,not provided,UBC,2023-11-22,326_23,not provided
46,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Sacramento Sucker,not provided,UBC,2023-10-07,280_23,not provided
34,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-02-15,046_24,Fall
137,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2024-01-14,014_24,not provided
142,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UBC,2024-01-25,025_24,not provided
131,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UBC,2024-01-25,025_24,not provided
140,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2024-01-02,002_24,not provided
98,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UCC,2023-11-06,310_23,not provided
144,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2024-01-01,001_24,not provided
33,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Sacramento Sucker,not provided,UBC,2023-11-06,310_23,not provided
115,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2024-02-03,034_24,not provided
143,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2023-12-21,355_23,not provided
152,FALSE,41.200001,1,,1,FALSE,NA,2023,not provided,Rainbow Trout,parr,UCC,2023-11-16,320_23,not provided
181,FALSE,67.099998,1,,1,FALSE,NA,2023,not provided,Rainbow Trout,smolt,UBC,2024-01-23,023_24,not provided
166,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Sacramento Pikeminnow,not provided,UBC,2023-12-21,355_23,not provided
34,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Sacramento Sucker,not provided,UBC,2023-10-08,281_23,not provided
39,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-02-03,034_24,Fall
97,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UBC,2024-01-27,027_24,not provided
98,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UBC,2023-12-23,357_23,not provided
55,FALSE,0,1,S,1,FALSE,NA,2023,not provided,Chinook Salmon,parr,LCC,2024-02-07,038_24,Spring
36,FALSE,0,1,S,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,UCC,2023-12-12,346_23,Fall
34,FALSE,0,1,S,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,UCC,2023-12-16,350_23,Fall
37,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-10,010_24,Fall
33,FALSE,0,2,F,2,FALSE,NA,2023,not provided,Chinook Salmon,yolk sac fry,LCC,2024-01-24,024_24,Fall
120,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,UBC,2024-02-06,037_24,not provided
0,FALSE,0,2,F,2,FALSE,NA,2023,1/4,Chinook Salmon,yolk sac fry,LCC,2023-12-19,353_23,Fall
31,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,yolk sac fry,LCC,2024-01-24,024_24,Fall
0,FALSE,0,3,,3,FALSE,NA,NA,not provided,Unidentified ammocoete,not provided,LCC,2024-01-15,015_24,not provided
32,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Sacramento Sucker,not provided,UBC,2023-12-23,357_23,not provided
105,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2023-12-20,354_23,not provided
35,FALSE,0,37,F,37,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2023-12-30,364_23,Fall
55,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Riffle Sculpin,not provided,UBC,2024-01-02,002_24,not provided
25,FALSE,0,1,,1,FALSE,NA,2024,not provided,Rainbow Trout,fry,LCC,2024-04-18,109_24,not provided
0,FALSE,0,1,S,1,TRUE,NA,2023,not provided,Chinook Salmon,not provided,UBC,2024-01-03,003_24,Spring
120,FALSE,0,2,,2,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2024-01-03,003_24,not provided
33,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Sacramento Sucker,not provided,UBC,2023-11-05,309_23,not provided
32,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,yolk sac fry,LCC,2024-01-03,003_24,Fall
134,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2023-12-28,362_23,not provided
51,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,parr,LCC,2024-02-16,047_24,Fall
75,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Riffle Sculpin,not provided,UBC,2024-02-24,055_24,not provided
105,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-20,354_23,not provided
146,FALSE,33.400002,1,,1,FALSE,NA,2023,not provided,Rainbow Trout,silvery parr,UBC,2023-11-20,324_23,not provided
0,FALSE,0,137,F,137,FALSE,NA,2023,1/8,Chinook Salmon,obvious fry,LCC,2024-01-15,015_24,Fall
125,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2024-01-03,003_24,not provided
35,FALSE,0,24,F,24,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-02-16,047_24,Fall
38,FALSE,0,1,F,1,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-10,010_24,Fall
65,FALSE,0,1,,1,FALSE,NA,NA,not provided,California Roach,not provided,LCC,2023-11-23,327_23,not provided
39,FALSE,0,2,F,2,FALSE,NA,2023,not provided,Chinook Salmon,obvious fry,LCC,2024-01-30,030_24,Fall
118,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UBC,2024-01-15,015_24,not provided
59,FALSE,0,1,,1,FALSE,NA,NA,not provided,California Roach,not provided,LCC,2024-01-01,001_24,not provided
143,FALSE,32.099998,1,,1,FALSE,NA,2023,not provided,Rainbow Trout,silvery parr,UCC,2023-12-23,357_23,not provided
139,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-21,355_23,not provided
125,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,LCC,2023-12-25,359_23,not provided
0,FALSE,0,2,S,2,TRUE,NA,2023,not provided,Chinook Salmon,not provided,UBC,2024-01-20,020_24,Spring
0,FALSE,0,1,,1,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,LCC,2024-01-15,015_24,not provided
27,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Sacramento Sucker,not provided,UBC,2023-10-14,287_23,not provided
144,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,UCC,2023-12-20,354_23,not provided
42,FALSE,0,1,,NA,FALSE,NA,NA,not provided,Unidentified Cyprinid fry,not provided,UBC,2024-01-23,023_24,not provided
