sample_row_id,fork_length,dead,weight,count,fws_race,r_catch,interp,age_class,brood_year,subsample,common_name,life_stage,race,date
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Spring,2022-12-19
NA,37,FALSE,0,2,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Spring,2022-12-19
NA,38,FALSE,0,3,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Spring,2022-12-19
NA,45,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Hardhead,not provided,not provided,2022-12-19
NA,88,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Hardhead,not provided,not provided,2022-12-19
NA,116,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,not provided,2022-12-19
NA,103,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,not provided,2022-12-19
NA,98,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,not provided,2022-12-19
NA,129,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,not provided,2022-12-19
NA,40,FALSE,0,4,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2023-01-03
NA,41,FALSE,0,2,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Spring,2023-01-03
NA,0,FALSE,0,176,NA,NA,FALSE,NA,NA,1/4,Chinook Salmon,obvious fry,Fall,2023-01-03
NA,0,FALSE,0,293,NA,NA,FALSE,NA,NA,1/2,Chinook Salmon,obvious fry,Fall,2023-01-03
NA,0,TRUE,0,1,NA,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,not provided,2023-01-03
NA,0,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2023-01-03
NA,0,FALSE,0,2,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,silvery parr,Fall,2023-01-03
NA,0,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Sacramento Sucker,not provided,not provided,2023-01-03
NA,0,FALSE,0,20,NA,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,not provided,2023-01-03
NA,0,FALSE,0,137,NA,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,not provided,2023-01-03
NA,0,FALSE,0,622,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2023-01-03
NA,0,FALSE,0,21,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,yolk sac fry,Fall,2023-01-03
NA,75,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Riffle Sculpin,not provided,not provided,2023-01-03
NA,104,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,not provided,2023-01-03
NA,95,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,not provided,2023-01-03
NA,83,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,not provided,2023-01-03
NA,65,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Riffle Sculpin,not provided,not provided,2023-01-03
NA,35,TRUE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2023-01-03
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2023-01-03
NA,128,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2023-01-03
NA,107,FALSE,11.9,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2023-01-03
NA,94,FALSE,8.6999998,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2023-01-03
NA,137,FALSE,24.6,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2023-01-03
NA,121,FALSE,17.799999,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2023-01-03
NA,91,FALSE,8.3000002,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2023-01-03
NA,101,FALSE,10.3,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2023-01-03
NA,104,FALSE,11.7,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2023-01-03
NA,118,FALSE,17.5,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2023-01-03
NA,113,FALSE,14.9,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2023-01-03
NA,221,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,silvery parr,not provided,2023-01-03
NA,115,FALSE,16.6,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2023-01-03
NA,33,FALSE,0,2,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,34,FALSE,0,8,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,35,FALSE,0,8,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,36,FALSE,0,7,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,37,FALSE,0,16,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,38,FALSE,0,14,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,92,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Hardhead,not provided,not provided,2022-12-24
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,37,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,34,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,32,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,33,FALSE,0,5,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,34,FALSE,0,7,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,35,FALSE,0,14,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,36,FALSE,0,12,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,37,FALSE,0,15,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,38,FALSE,0,4,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,64,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Unidentified ammocoete,not provided,not provided,2022-12-24
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,34,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,54,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,parr,Winter,2022-12-24
NA,34,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,38,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,33,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,0,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,31,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,31,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,32,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,33,FALSE,0,3,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,34,FALSE,0,10,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,35,FALSE,0,17,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,36,FALSE,0,4,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,37,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,46,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Threespine Stickleback,not provided,not provided,2022-12-22
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,38,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,38,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,37,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,38,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,113,FALSE,14.5,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,smolt,Late-Fall,2022-12-22
NA,0,TRUE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,32,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,33,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,34,FALSE,0,6,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,35,FALSE,0,3,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,36,FALSE,0,9,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,37,FALSE,0,6,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,38,FALSE,0,2,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,115,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,not provided,2022-12-22
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Sacramento Sucker,not provided,not provided,2022-12-22
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,37,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,37,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,31,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,29,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,31,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,32,FALSE,0,2,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,33,FALSE,0,6,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,34,FALSE,0,14,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,35,FALSE,0,25,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,36,FALSE,0,26,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,37,FALSE,0,14,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,38,FALSE,0,3,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Spring,2022-12-22
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-28
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-28
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-28
NA,37,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-28
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-28
NA,32,FALSE,0,3,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-28
NA,33,FALSE,0,6,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-28
NA,34,FALSE,0,7,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-28
NA,35,FALSE,0,22,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-28
NA,36,FALSE,0,28,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-28
NA,37,FALSE,0,7,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-28
NA,134,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,not provided,2023-01-03
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,32,FALSE,0,5,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,33,FALSE,0,6,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,34,FALSE,0,17,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,35,FALSE,0,17,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,36,FALSE,0,26,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,37,FALSE,0,13,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,38,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-24
NA,26,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Hardhead,not provided,not provided,2022-12-25
NA,117,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Pacific Lamprey ammocoete,not provided,not provided,2022-12-25
NA,101,FALSE,11,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2022-12-25
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,30,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,32,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,38,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,33,FALSE,0,5,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,34,FALSE,0,12,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,35,FALSE,0,10,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,37,FALSE,0,2,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,37,TRUE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,37,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,34,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,39,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-25
NA,34,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,32,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,34,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,32,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,66,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Unidentified ammocoete,not provided,not provided,2022-12-22
NA,57,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Riffle Sculpin,not provided,not provided,2022-12-22
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Spring,2022-12-22
NA,38,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Spring,2022-12-22
NA,37,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Spring,2022-12-22
NA,34,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Spring,2022-12-22
NA,32,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,32,FALSE,0,4,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,33,FALSE,0,4,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,34,FALSE,0,6,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,35,FALSE,0,9,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Spring,2022-12-22
NA,36,FALSE,0,8,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Spring,2022-12-22
NA,37,FALSE,0,5,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Spring,2022-12-22
NA,78,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Unidentified ammocoete,not provided,not provided,2022-12-22
NA,37,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Spring,2022-12-22
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,34,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,31,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,37,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,34,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,34,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,83,FALSE,6.4000001,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2022-12-22
NA,31,FALSE,0,2,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,33,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,34,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,34,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,33,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,33,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,37,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,35,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,33,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,33,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,31,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,36,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-19
NA,113,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Hardhead,not provided,not provided,2022-12-21
NA,94,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Pacific Lamprey macropthalmia,not provided,not provided,2022-12-21
NA,33,TRUE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-21
NA,110,FALSE,14.3,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2022-12-21
NA,137,FALSE,25.6,1,NA,NA,FALSE,NA,NA,not provided,Rainbow Trout,parr,not provided,2022-12-21
NA,103,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Sacramento Pikeminnow,not provided,not provided,2022-12-22
NA,105,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Sacramento Pikeminnow,not provided,not provided,2022-12-22
NA,105,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Sacramento Pikeminnow,not provided,not provided,2022-12-22
NA,103,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Sacramento Pikeminnow,not provided,not provided,2022-12-22
NA,108,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Sacramento Pikeminnow,not provided,not provided,2022-12-22
NA,130,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Sacramento Sucker,not provided,not provided,2022-12-22
NA,147,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Sacramento Sucker,not provided,not provided,2022-12-22
NA,32,FALSE,0,6,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,33,FALSE,0,10,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,34,FALSE,0,22,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,35,FALSE,0,26,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,36,FALSE,0,14,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,37,FALSE,0,5,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,obvious fry,Fall,2022-12-22
NA,37,FALSE,0,1,NA,NA,FALSE,NA,NA,not provided,Chinook Salmon,yolk sac fry,Fall,2022-12-22
